accessibility_service_description	O Ottomatic usa isto para duas coisas: detetar pressões nos botões de volume, para que as tuas macros possam arrancar assim, e capturar o ecrã quando uma macro executa a ação Tirar captura de ecrã. Nunca observa o que está no ecrã — só captura quando uma macro o pede — e nunca altera o que os botões fazem: as teclas de volume continuam a funcionar normalmente.
accessibility_service_label	Acionadores por botão do Ottomatic
accessibility_service_summary	Permite que as macros arranquem quando premes os botões de volume e que a ação Tirar captura de ecrã capture o ecrã.
ai_add_ai_connection	Adicionar ligação de IA
ai_add_connection	Adicionar ligação
ai_add_model	Adicionar um modelo
ai_ai_connections	Ligações de IA
ai_answer_briefly_and_in_plain	Responde de forma breve e em linguagem simples.
ai_api_key	Chave de API
ai_api_key_paste_it_in	Chave de API: cola-a outra vez
ai_asking_the_model	A perguntar ao modelo…
ai_back	Voltar
ai_choose_a_connection	Escolher uma ligação
ai_choose_a_model	Escolher um modelo
ai_console_anthropic	a consola da Anthropic
ai_console_gemini	Google AI Studio
ai_console_openai	a plataforma da OpenAI
ai_console_openrouter	OpenRouter
ai_cost_anthropic	Os pedidos são debitados do teu próprio saldo da Anthropic, por isso uma macro que pergunte à IA a cada minuto custa dinheiro. Podes revogar a chave na mesma página a qualquer momento.
ai_cost_gemini	O plano gratuito é generoso, mas a quota é tua: uma macro que pergunte à IA a cada minuto esgota-a. Podes revogar a chave na mesma página a qualquer momento.
ai_cost_openai	Os pedidos são debitados da tua própria conta OpenAI, por isso uma macro que pergunte à IA a cada minuto custa dinheiro. Podes revogar a chave na mesma página a qualquer momento.
ai_cost_openrouter	Os pedidos são debitados do teu próprio saldo da OpenRouter, e o preço depende do modelo que escolheres. Podes revogar a chave na mesma página a qualquer momento.
ai_cost_self_hosted	Os pedidos vão para o teu próprio servidor e para mais lado nenhum, por isso não custam nada nem saem de uma rede que controlas. O servidor tem de estar acessível sempre que a macro correr.
ai_default_name_anthropic	Claude
ai_default_name_gemini	Gemini
ai_default_name_openai	ChatGPT
ai_default_name_openrouter	OpenRouter
ai_default_name_self_hosted	Autoalojado
ai_delete	Eliminar
ai_delete_model	Eliminar este modelo
ai_edit	Editar
ai_edit_connection	Editar ligação
ai_getting_a_key	Obter uma chave
ai_key_needs_pasting_in_again	É preciso colar a chave outra vez
ai_key_not_stored_securely	Este telemóvel não guardaria a chave de forma segura.
ai_leave_these_empty_to_use	Deixa estes campos vazios para usares os modelos do próprio fornecedor. Preenche um quando um modelo for descontinuado, ou para fixares um em concreto.
ai_list_models	Listar modelos
ai_loading_models	A carregar modelos…
ai_model_answered	O modelo respondeu: %1$s
ai_model_balanced	Equilibrado
ai_model_effort	Esforço
ai_model_effort_help	Quanto o modelo deve pensar antes de responder. Também decide que modelo o fornecedor usa quando o identificador acima está vazio.
ai_model_fast	Rápido
ai_model_id	Identificador do modelo
ai_model_id_required	obrigatório
ai_model_name	Nome
ai_model_name_help	Como as macros lhe vão chamar. Dê-lhe o nome da tarefa e não o do modelo: «Casa», «Resumir um e-mail».
ai_model_name_placeholder	Casa
ai_model_not_finished	Por terminar: dê-lhe um nome e um modelo
ai_model_provider_default	%1$s · o modelo do próprio fornecedor
ai_model_thorough	Minucioso
ai_models	Modelos
ai_name	Nome
ai_name_the_model_your_server	Indica o modelo que o teu servidor ou conta disponibiliza. Se só preencheres Rápido, os outros dois também o usam.
ai_new_api_key_leave_empty	Nova chave de API (deixa vazio para manteres a atual)
ai_no_connections_yet_add_one	Ainda não há ligações. Adiciona uma para usares o nó Perguntar à IA. Basta uma chave de API gratuita do Google AI Studio: o formulário guia-te até a obteres e abre-te a página.
ai_no_model_to_test	Adicione um modelo e guarde primeiro; depois teste.
ai_no_models_on_this_account	Ainda não há modelos nesta conta.
ai_no_models_yet	Ainda não há modelos. Adicione um para as macros terem para onde apontar.
ai_open_console	Abrir %1$s
ai_paste_key	Colar chave
ai_pointing_at_own_server	Apontar para o teu próprio servidor
ai_privacy_anthropic	Os pedidos são respondidos pelos servidores da Anthropic, por isso um nó Perguntar à IA demora um momento.
ai_privacy_gemini	Os pedidos são respondidos pelos servidores da Google, por isso um nó Perguntar à IA demora um momento.
ai_privacy_openai	Os pedidos são respondidos pelos servidores da OpenAI, por isso um nó Perguntar à IA demora um momento.
ai_privacy_openrouter	Os pedidos passam pela OpenRouter até ao fornecedor que serve o modelo escolhido, por isso um nó Perguntar à IA demora um momento.
ai_privacy_self_hosted	Os pedidos vão apenas para o servidor indicado acima.
ai_provider	Fornecedor
ai_provider_anthropic	Anthropic Claude
ai_provider_gemini	Google Gemini
ai_provider_openai	OpenAI (ChatGPT)
ai_provider_openrouter	OpenRouter
ai_provider_s_default	o do fornecedor
ai_provider_self_hosted	Autoalojado / compatível com OpenAI
ai_save	Guardar
ai_save_the_connection_first_then	Guarda primeiro a ligação e depois toca em Testar para confirmares que a chave funciona.
ai_sent_ahead_of_every_prompt	Enviada antes de cada pedido feito por esta ligação. A instrução própria de um nó Perguntar à IA é acrescentada a seguir, não a substitui.
ai_server_address	Endereço do servidor
ai_standing_instruction_optional	Instrução permanente (opcional)
ai_steps_anthropic:0	Toca no botão abaixo. A consola da Anthropic abre no teu navegador.
ai_steps_anthropic:1	Inicia sessão, ou cria uma conta se não tiveres.
ai_steps_anthropic:2	Toca em «Create Key», dá-lhe um nome e confirma.
ai_steps_anthropic:3	Copia a chave: é mostrada uma única vez e nunca mais.
ai_steps_anthropic:4	Volta aqui e toca no botão de colar ao lado do campo da chave.
ai_steps_gemini:0	Toca no botão abaixo. O Google AI Studio abre no teu navegador.
ai_steps_gemini:1	Inicia sessão com a tua conta Google, se te for pedido.
ai_steps_gemini:2	Toca em «Create API key». Se perguntar que projeto usar, escolhe qualquer um, ou deixa-o criar um novo.
ai_steps_gemini:3	Toca na chave para a copiar.
ai_steps_gemini:4	Volta aqui e toca no botão de colar ao lado do campo da chave.
ai_steps_openai:0	Toca no botão abaixo. A plataforma da OpenAI abre no teu navegador.
ai_steps_openai:1	Inicia sessão, ou cria uma conta se não tiveres.
ai_steps_openai:2	Toca em «Create new secret key» e confirma.
ai_steps_openai:3	Copia a chave: é mostrada uma única vez e nunca mais.
ai_steps_openai:4	Volta aqui e toca no botão de colar ao lado do campo da chave.
ai_steps_openrouter:0	Toca no botão abaixo. O OpenRouter abre no teu navegador.
ai_steps_openrouter:1	Inicia sessão, ou cria uma conta se não tiveres.
ai_steps_openrouter:2	Toca em «Create Key» e confirma.
ai_steps_openrouter:3	Copia a chave, depois volta aqui e toca no botão de colar.
ai_steps_openrouter:4	Carrega a lista de modelos abaixo e escolhe que modelo usa cada nível de velocidade.
ai_steps_self_hosted:0	Arranca o teu servidor de modelos: vLLM, Ollama, LM Studio e llama.cpp funcionam todos.
ai_steps_self_hosted:1	Indica o endereço abaixo, incluindo http:// ou https:// e a porta.
ai_steps_self_hosted:2	Cola a chave de API se ele pedir uma. Muitos servidores locais aceitam qualquer uma.
ai_steps_self_hosted:3	Carrega a lista de modelos, ou escreve o nome do modelo com que arrancaste o servidor.
ai_test	Testar
ai_the_key_is_stored_encrypted	A chave é guardada cifrada neste telemóvel e nunca mais é mostrada. %1$s Não é enviado nada a menos que uma macro chegue a um nó Perguntar à IA.
ai_this_address_is_unencrypted_that	Este endereço não é cifrado. Isso é normal para um servidor da tua própria rede, mas não o uses para nada que atravesse a internet, porque a chave seguiria em claro.
ai_tools_adjusted	Ajustado aqui
ai_tools_adjusted_count	%1$d ajustadas para este nó
ai_tools_adjusted_off	Desligada aqui
ai_tools_adjusting	Estas pertencem ao modelo. Mudar uma aqui só vale para este nó.
ai_tools_allow_everything	Permitir tudo
ai_tools_allowed_count	%1$d de %2$d permitidas
ai_tools_as_the_model_says	O que o modelo permitir
ai_tools_choose_a_model_first	Escolha primeiro um modelo
ai_tools_macros	Macros
ai_tools_many_warning	Cada ferramenta é descrita ao modelo em cada turno. Uma lista longa entope o pedido e leva-o a escolher mal.
ai_tools_n_allowed	%1$d permitidas
ai_tools_need_a_choice	%1$d ainda precisam de uma escolha antes de fazerem alguma coisa.
ai_tools_needs	Precisa de %1$s
ai_tools_none_allowed	Nada permitido: este modelo só pode responder
ai_tools_over_the_cap	Acima do limite de %1$d. As que sobram ficam de fora; desmarque algumas.
ai_tools_reset	Voltar a seguir o modelo
ai_tools_reset_all	Repor tudo
ai_tools_title	Ferramentas
ai_unnamed_model	Modelo sem nome
api_allow	Permitir
api_allow_app_to_run	Permitir que %1$s execute as tuas macros?
api_allowed_on	Autorizada em %1$s
api_app_access	Acesso de aplicações
api_back	Voltar
api_copy_the_key	Copiar a chave
api_generate_key	Gerar uma chave
api_it_will_be_able_to	Poderá ver os nomes das macros a que deste um acionador «Chamada por outra aplicação», e executá-las. Não pode ver nem alterar mais nada no Ottomatic, e as macros sem esse acionador ficam fora do alcance.
api_key_copied	Chave copiada
api_no_key_approved_apps_only	Sem chave: apenas aplicações aprovadas
api_no_macro_can_currently_be	De momento não é possível chamar nenhuma macro a partir do exterior.
api_no_other_app_can_run	Nenhuma outra aplicação pode executar as tuas macros. Quando uma pedir, ser-te-á mostrado de qual se trata e decides nessa altura; as autorizações aparecem aqui para que as possas retirar.
api_not_now	Agora não
api_ottomatic_key	Chave do Ottomatic
api_remove_the_key	Remover a chave
api_replace_key	Substituir a chave
api_revoke	Revogar
api_these_apps_can_see_and	Estas aplicações podem ver e executar as macros a que deste um acionador «Chamada por outra aplicação». Não podem ver nem alterar mais nada no Ottomatic, e uma aplicação só está aqui porque tu a autorizaste quando ela pediu.
api_you_can_withdraw_this_at	Podes retirar isto a qualquer momento em Acesso de aplicações no Ottomatic.
apps_any_app	Qualquer aplicação
apps_choose_an_app	Escolher uma aplicação
apps_no_apps_match_that	Nenhuma aplicação corresponde.
apps_other_apps	Outras aplicações
apps_search	Procurar
calendar_any_calendar	Qualquer calendário
calendar_choose_a_calendar	Escolher um calendário
calendar_grant_access	Conceder
calendar_needs_access	O Ottomatic precisa de acesso ao calendário para listar os seus calendários.
calendar_no_calendars	Não há calendários neste telemóvel.
calendar_no_writable_calendars	Não é possível adicionar nada a nenhum dos calendários deste telemóvel. Um calendário subscrito, como um de feriados, só pode ser lido.
category_ai	IA
category_audio	Áudio
category_automation	Automatização
category_calendar	Calendário
category_connectivity	Conectividade
category_data	Dados
category_device_settings	Definições do dispositivo
category_device_state	Estado do dispositivo
category_files	Ficheiros
category_flow_control	Controlo de fluxo
category_images	Fotos
category_interaction	Perguntar ao utilizador
category_location	Localização
category_manual	Manual
category_messaging	Mensagens
category_network	Rede
category_notifications	Notificações
category_phone_media	Telefone e multimédia
category_plugin	Extensão
category_power_battery	Energia e bateria
category_sensors	Sensores e gestos
category_smart_home	Casa inteligente
category_time_schedule	Hora e agendamento
category_timing	Temporização
category_transform_data	Dados
category_value_connectivity	Conectividade
category_value_device	Estado do dispositivo
category_value_power	Energia e bateria
category_value_sensors	Sensores
category_value_time	Data e hora
category_value_variables	Variáveis
category_variables	Variáveis
cd_palette_collapse_group	Recolher %1$s
cd_palette_expand_group	Expandir %1$s
config_add_row	Adicionar %1$s
config_deleted_account	Conta eliminada
config_deleted_connection	Ligação eliminada
config_field_wired_from	%1$s ← %2$s
config_global_variable	Global · %1$s
config_hub_removed	%1$s · hub removido
config_none_selected	Nada selecionado
config_now	Agora
config_port_carries_list	Esta porta transporta uma lista
config_port_carries_one	Esta porta transporta um único valor
config_set	Definir
config_show_suggestions	Mostrar sugestões
config_socket_feed	Alimentar %1$s a partir dos dados anteriores
config_socket_use_typed_connected	Usar o valor escrito para %1$s (ligado a %2$s)
config_socket_use_typed_free	Usar o valor escrito para %1$s (nada ligado)
config_tools_add	Adicionar uma ferramenta
config_tools_ai_chooses	A IA escolhe %2$s, entre as %1$d ao seu alcance
config_tools_choose	O que pode a IA usar?
config_tools_fixed	Fixado aqui em vez de ficar ao critério da IA
config_tools_fixed_count	%1$d valor(es) fixados aqui
config_tools_missing	Já não está disponível
config_tools_must_fix	Escolhido aqui: a IA não consegue nomeá-lo
config_tools_none	Ainda nada: a IA só vai responder, não agir
config_tools_nothing_to_fix	Esta ferramenta não tem definições
config_tools_remove	Remover esta ferramenta
console_copy_message	Copiar a mensagem
console_entry_title	Entrada do registo
console_filter_all	Tudo
console_filter_info	Info
console_filter_problems	Problemas
console_level_debug	Depuração
console_level_error	Erro
console_level_info	Info
console_level_warn	Aviso
console_nothing_at_level	Nada neste nível
console_nothing_logged	Ainda não há registos
console_run_number	Execução %1$d
console_run_the_workflow	Executa o fluxo. Os erros, as mensagens de action.log e o console.log de um script aparecem aqui.
console_show_node	Mostrar o nó
console_today	Hoje
console_widen_filter	Alarga o filtro para veres o resto do histórico deste fluxo.
console_yesterday	Ontem
contacts_anyone	Qualquer pessoa
contacts_choose_a_contact	Escolher um contacto
contacts_clear_the_contact_and_type	Remover o contacto e escrever um número em vez disso
contacts_fill_in_a_contact_s	Preencher com o nome de um contacto
contacts_type_a_number	Escrever um número
editor_back_to_graph	Voltar ao grafo
editor_back_to_variables	Voltar às variáveis deste fluxo
editor_tab_console	Consola
editor_tab_problems	Problemas
editor_tab_variables	Variáveis
files_add_file	Adicionar um ficheiro
files_choose	Escolher um ficheiro ou uma pasta
files_choose_file	Escolher um ficheiro…
files_choose_folder	Escolher uma pasta…
files_download_note	O Android não permite conceder a própria pasta Download. Para usar algo que já lá está, adiciona esse ficheiro aqui com Adicionar um ficheiro — ou guarda as transferências numa pasta lá dentro, que pode ser concedida por inteiro.
files_files_heading	Ficheiros avulso
files_folder_access	Acesso a pastas
files_grant	Escolher uma pasta
files_missing	Esta pasta já não existe. Concede-a novamente ou revoga-a.
files_no_folders	O Ottomatic ainda não consegue aceder a nenhuma das tuas pastas.
files_no_folders_hint	Escolhe uma pasta para que as macros possam ler e escrever os ficheiros que estão lá dentro. O Android não permite conceder todo o armazenamento interno nem a própria pasta Download: cria ou escolhe uma pasta dentro de uma delas, como Download/Ottomatic.
files_no_path	Esse ficheiro não tem uma localização neste telemóvel, por isso uma macro não o consegue nomear. Os ficheiros guardados online, e algumas transferências, não podem ser usados assim: copia-o primeiro para uma pasta do telemóvel.
files_own_storage	Armazenamento do próprio Ottomatic
files_own_storage_hint	Um caminho sem nenhuma pasta, como report.csv, fica guardado aqui. Não precisa de qualquer permissão e nenhuma macro pode aceder aos ficheiros de outra aplicação.
files_path_placeholder	Um caminho, ou um nome para o armazenamento do próprio Ottomatic
files_read_only	Só pode ler
files_read_only_file	Só pode ler este ficheiro
files_read_write	Pode ler e escrever
files_regrant	Conceder novamente
files_revoke	Revogar
geofence_back	Voltar
geofence_centre_on_my_location	Centrar na minha localização
geofence_choose_a_place	Escolher um local
geofence_clear_search	Limpar a pesquisa
geofence_coordinates	%1$.4f, %2$.4f
geofence_delete_place	Eliminar local
geofence_edit_named	Editar %1$s
geofence_edit_place	Editar local
geofence_geofences	Geocercas
geofence_home_work_gym	Casa, Trabalho, Ginásio…
geofence_name	Nome
geofence_new_place	Novo local
geofence_new_place_2	Novo local
geofence_no_places_yet_create_one	Ainda não há locais. Cria um para lhe apontar um acionador de geocerca: todos os acionadores que o usem acompanham-no quando o editares.
geofence_place_subtitle	%1$s · %2$s
geofence_radius	Raio
geofence_radius_km	%1$.1f km
geofence_radius_m	%1$d m
geofence_save	Guardar
geofence_search_an_address_or_place	Procurar uma morada ou um local
geofence_small_radius_warning	Abaixo de %1$d m o sistema troca precisão de localização por bateria, por isso as passagens são muitas vezes falhadas ou comunicadas tarde.
grapheditor_add_node	Adicionar nó
grapheditor_add_node_2	Adicionar nó
grapheditor_any_tag	Qualquer etiqueta
grapheditor_back	Voltar
grapheditor_cancel	Cancelar
grapheditor_cannot_connect_kinds	Não é possível ligar uma porta de execução a uma de dados
grapheditor_clear_console	Limpar a consola
grapheditor_clear_search	Limpar a pesquisa
grapheditor_clear_selection	Anular a seleção
grapheditor_close	Fechar
grapheditor_configure	Configurar
grapheditor_configure_node	Configurar nó
grapheditor_connect_from	Ligar a partir de %1$s
grapheditor_consequence_fails	falhará sempre que correr
grapheditor_consequence_never_fires	nunca disparará
grapheditor_consequence_reads_nothing	não lerá nada
grapheditor_delete	Eliminar
grapheditor_delete_confirm	Eliminar «%1$s»? O registo de execução vai com ele. Isto não pode ser anulado.
