accessibility_service_description	Ottomatic использует это для трёх вещей: чтобы замечать нажатия кнопок громкости и свайпы по сканеру отпечатка и запускать по ним ваши макросы, и чтобы снять экран, когда макрос выполняет действие «Сделать снимок экрана». Экран никогда не отслеживается — снимок делается только по запросу макроса, — и ничего не меняется: клавиши громкости продолжают работать как обычно, а разблокировка по отпечатку не затрагивается.
accessibility_service_label	Кнопочные триггеры Ottomatic
accessibility_service_summary	Позволяет запускать макросы нажатием кнопок громкости или свайпом по сканеру отпечатка, а действию «Сделать снимок экрана» — снимать экран.
ai_add_ai_connection	Добавить подключение к ИИ
ai_add_connection	Добавить подключение
ai_add_model	Добавить модель
ai_ai_connections	Подключения к ИИ
ai_answer_briefly_and_in_plain	Отвечай кратко и простым языком.
ai_api_key	Ключ API
ai_api_key_paste_it_in	Ключ API — вставьте его заново
ai_asking_the_model	Запрос к модели…
ai_back	Назад
ai_choose_a_connection	Выберите подключение
ai_choose_a_model	Выберите модель
ai_console_anthropic	консоль Anthropic
ai_console_gemini	Google AI Studio
ai_console_openai	платформу OpenAI
ai_console_openrouter	OpenRouter
ai_cost_anthropic	Запросы списываются с вашего счёта Anthropic, поэтому макрос, обращающийся к ИИ каждую минуту, стоит денег. Ключ можно отозвать на той же странице в любой момент.
ai_cost_gemini	Бесплатный тариф щедрый, но это ваша квота: макрос, который обращается к ИИ каждую минуту, израсходует её. Ключ можно отозвать на той же странице в любой момент.
ai_cost_openai	Запросы списываются с вашего счёта OpenAI, поэтому макрос, обращающийся к ИИ каждую минуту, стоит денег. Ключ можно отозвать на той же странице в любой момент.
ai_cost_openrouter	Запросы списываются с вашего счёта OpenRouter, а цена зависит от выбранной модели. Ключ можно отозвать на той же странице в любой момент.
ai_cost_self_hosted	Запросы уходят только на ваш собственный сервер и никуда больше, поэтому ничего не стоят и не покидают сеть, которую вы контролируете. Сервер должен быть доступен всякий раз, когда выполняется макрос.
ai_default_name_anthropic	Claude
ai_default_name_gemini	Gemini
ai_default_name_openai	ChatGPT
ai_default_name_openrouter	OpenRouter
ai_default_name_self_hosted	Свой сервер
ai_delete	Удалить
ai_delete_model	Удалить эту модель
ai_edit	Изменить
ai_edit_connection	Изменить подключение
ai_getting_a_key	Получение ключа
ai_key_needs_pasting_in_again	Ключ нужно вставить заново
ai_key_not_stored_securely	Этот телефон не сможет надёжно сохранить ключ.
ai_leave_these_empty_to_use	Оставьте поля пустыми, чтобы использовать модели самого провайдера. Заполните одно из них, если модель вывели из обращения или если нужно закрепить конкретную.
ai_list_models	Показать модели
ai_loading_models	Загрузка моделей…
ai_model_answered	Модель ответила: %1$s
ai_model_balanced	Сбалансированная
ai_model_effort	Глубина размышлений
